Id,Name,Caption__c,DynamicOperationType__c,DynamicOperation__c,Hidden__c,Hint__c,Parent__c,Position__c,RepeatSourceValue__c,Required__c,SurveyVersion__c,Test_Dynamic_Operations__c,Type__c
a0R8Y00000qxoB6UAI,house_description,Veuillez saisir une description de la maison que vous avez interrogée et les directions où elle se trouve: [Tafadhali ingiza maelezo ya nyumba ambayo umefanywa uchunguzi na maelekezo wapi nyumba iko:],Validation,"var str = tw.conclusion.house_description.value ;
var length = str.length ;

if (length &lt; 30) {throw ""Minimum 30 caractères. Veuillez entrer plus d'informations pour cette description. [Kiwango cha chini cha herufi/hesabu 30. Tafadhali ingiza zaidi kwa maelezo haya.]"" ;}

else if (length &gt; 250) {throw ""Maximum 250 caractères. Veuillez entrer moins d'informations pour cette description. [Kiwango cha chini cha herufi/hesabu 250. Tafadhali ingiza maelezo machache.]"" ;}

if ( tw.drill_down.house_description_pulled_down.value !== null )
{ tw.conclusion.house_description.value = tw.drill_down.house_description_pulled_down.value ; }",False,,a0R8Y00000qxoOkUAI,21,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoB7UAI,household_survey_counter_1,Household Survey Counter +1,Calculation,"var current = parseInt( tw.drill_down.household_survey_counter_pulled_down.value ) ; 
var updated = current + 1 ; 

if (tw.drill_down.is_first_visit_calculation.value == ""True2"") { tw.conclusion.household_survey_counter_1.value = ""1"" ; }

else { tw.conclusion.household_survey_counter_1.value = updated.toString() ; }",True,,a0R8Y00000qxoOkUAI,23,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoB8UAI,end_time,End Time,Calculation,var endTime = new Date() ; { tw.conclusion.end_time.value = endTime ; },True,,a0R8Y00000qxoOkUAI,24,,True,a0e8Y00000IZYo5QAH,False,date-datetime
a0R8Y00000qxoB9UAI,survey_duration_1,Survey Duration,Calculation,"var end = tw.conclusion.end_time.value ; 
var start = tw.drill_down.start_time.value ; 
var end_ms = end.getTime() ; 
var start_ms = start.getTime() ; 
var difference_ms = end_ms - start_ms ; 

difference_ms = difference_ms / (1000 * 60 ) ; 

tw.conclusion.survey_duration_1.value = difference_ms ;",True,,a0R8Y00000qxoOkUAI,25,,True,a0e8Y00000IZYo5QAH,False,number-decimal
a0R8Y00000qxoBAUAY,last_name,Last Name - for Recipient Object,Calculation,"if ( tw.youth_data.current.name_pulled_down.value !== null &amp;&amp; tw.youth_data.current.name_pulled_down.value !== ""Unknown""  &amp;&amp; tw.youth_data.current.has_youths_carte.value == ""Oui, et le document est present [Ndio kadi ipo]"" ) 
{ tw.youth_data.current.last_name.value = tw.youth_data.current.youth_name_carte.value ; }

else if ( tw.youth_data.current.name_pulled_down.value !== null &amp;&amp; tw.youth_data.current.name_pulled_down.value !== ""Unknown"" &amp;&amp; tw.youth_data.current.youth_carte_yes_no.value == ""Oui, l'original ou photocopie [Ndio, kadi orijinal au fotocopi ipo]"" ) 
{ tw.youth_data.current.last_name.value = tw.youth_data.current.youth_name_carte.value ; }

else if ( tw.youth_data.current.name_pulled_down.value !== null &amp;&amp; tw.youth_data.current.name_pulled_down.value !== ""Unknown"" ) 
{ tw.youth_data.current.last_name.value = tw.youth_data.current.name_pulled_down.value ; }

else if (tw.youth_data.current.has_carte_delecteur_present_calculation.value == ""True"")
{ tw.youth_data.current.last_name.value = tw.youth_data.current.youth_name_carte.value ; }

else if ( tw.youth_data.current.youth_carte_yes_no.value == ""Oui, pas vu [Ndio, haionekane]"" )
{ tw.youth_data.current.last_name.value = tw.youth_data.current.youth_name_from_youth.value ; }

else if ( tw.youth_data.current.has_youths_carte.value == ""Oui, mais le document n'est pas present [Ndio, kadi haionekani kwa sasa]""  || tw.youth_data.current.youth_carte_yes_no.value == ""Non [Hapana]""|| tw.youth_data.current.has_youths_carte.value == ""Non, le jeune ne possède pas une carte d'electeur [Hapana, kijana hana kadi ya kura]"" )
{ tw.youth_data.current.last_name.value = tw.youth_data.current.youth_name_from_youth.value ; }

else if ( tw.youth_data.current.youth_consent_yes_no.value == ""Non [Hapana]"" )
{ tw.youth_data.current.last_name.value = ""Unknown"" ;}

else { tw.youth_data.current.last_name.value = ""Unknown"" ;}",True,,a0R8Y00000qxoOGUAY,67,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoBBUAY,birthdate,Birthdate - for Recipient Object,Calculation,"var d = new Date(0) ;

if (tw.youth_data.current.has_carte_delecteur_present_calculation.value == ""True"" )
{ tw.youth_data.current.birthdate.value = tw.youth_data.current.carte_dob.value ; }

else if (tw.youth_data.current.youth_carte_yes_no.value == ""Oui, pas vu [Ndio, haionekane]"" || tw.youth_data.current.youth_carte_yes_no.value == ""Non [Hapana]"" )
{ tw.youth_data.current.birthdate.value = tw.youth_data.current.dob_no_doc.value ; }

else { tw.youth_data.current.birthdate.value = d ;}",True,,a0R8Y00000qxoOGUAY,68,,True,a0e8Y00000IZYo5QAH,False,date-date
a0R8Y00000qxoBCUAY,execution_date,Execution Date (Youth) - for Survey Attempt Object,Calculation,tw.youth_data.current.execution_date.value = new Date();,True,,a0R8Y00000qxoOGUAY,74,,True,a0e8Y00000IZYo5QAH,False,date-datetime
a0R8Y00000qxoBDUAY,gdid_for_recipient_object,GDID - for Recipient Object,,,True,,a0R8Y00000qxoOGUAY,75,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoBEUAY,geo_level_id,Geo Level ID - for Geo Level look-up,,,True,,a0R8Y00000qxoNkUAI,7,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoBFUAY,refusing_reason_other,Veuillez décrire l'autre raison: [Tafadhali eleza sababu nyingine:],,,False,,a0R8Y00000qxoOGUAY,19,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoBGUAY,youth_carte_no_reason,Veuillez decrire la raison pour laquelle les jeunes n'ont pas de carte d'électeur. [Tafadhali ingiza sababu bora ya vijana kwa nini hawana dafari ya kuchezea.],Validation,"var str = tw.youth_data.current.youth_carte_no_reason.value ; 
var length = str.length ; 
if (length &lt; 20) {throw ""Minimum 20 caractères. Veuillez entrer plus d'informations pour cette description. [Kiwango cha chini cha herufi 20. Tafadhali ingiza zaidi kwa maelezo haya.]"" ;}",False,,a0R8Y00000qxoOGUAY,22,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoBHUAY,youth_name_carte,Veuillez saisir le nom complet du jeune tel qu'il figure sur la carte d'électeur: [Tafadhali ingiza majina kamili za vijana kama inavyoonyeshwa Kadi ya kupiga kura:],,,False,,a0R8Y00000qxoOGUAY,28,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoBLUAY,dob_no_doc,Quelle est votre date de naissance? (JJMMAAAA) [Je! Tarehe yako ya kuzaliwa ni gani? (SSMMMMMM)],,,False,,a0R8Y00000qxoOGUAY,36,,True,a0e8Y00000IZYo5QAH,False,date-date
a0R8Y00000qxoBMUAY,photo_carte,PHOTO: [PICHA:],,,False,,a0R8Y00000qxoOGUAY,39,,True,a0e8Y00000IZYo5QAH,False,picture
a0R8Y00000qxoBNUAY,photo_youth,PHOTO: [PICHA:],,,False,,a0R8Y00000qxoOGUAY,43,,True,a0e8Y00000IZYo5QAH,False,picture
a0R8Y00000qxoBOUAY,phone_number_one,Quel est votre numéro de téléphone principal? [Namba yako ya kawaida ya simu ni nini?],Validation,"var tendigitRegex = /^0[8,9]{1}\d{8}$/ ; 
if (!tendigitRegex.test(tw.youth_data.current.phone_number_one.value)) {throw ""Le numéro de téléphone doit commencer par 08 ou 09 et être composé de 10 chiffres sans tirets, espaces ou autres caractères spéciaux. [Nambari ya simu inapaswa kuanza na 08 au 09 na kuwa na nambari 10 bila nukta, nafasi ya ku achanisha, au herufi nyingine maalum.]"" ; }",False,,a0R8Y00000qxoOGUAY,46,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoBPUAY,phone_number_two,Quel est votre deuxième numéro de téléphone portable? [Namba yako ya simu ya pili ni nini?],Validation,"var tendigitRegex = /^0[8,9]{1}\d{8}$/ ; 
if (!tendigitRegex.test(tw.youth_data.current.phone_number_two.value)) {throw ""Le numéro de téléphone doit commencer par 08 ou 09 et être composé de 10 chiffres sans tirets, espaces ou autres caractères spéciaux. [Nambari ya simu inapaswa kuanza na 08 au 09 na kuwa na nambari 10 bila nukta, nafasi ya ku achanisha, au herufi nyingine maalum.]"" ; }


else if (tw.youth_data.current.phone_number_two.value == tw.youth_data.current.phone_number_one.value) {throw ""Ce téléphone doit être différent du numéro de téléphone principal! [Tafadhali ingiza tena namba ya pili ya simu ya mwongozi wako.]"" ;}",False,,a0R8Y00000qxoOGUAY,48,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoBQUAY,phone_number_three,Quel est votre troisième numéro de téléphone mobile? [Namba yako ya tatu ya simu ni nini?],Validation,"var tendigitRegex = /^\d{10}$/ ; 
if (!tendigitRegex.test(tw.youth_data.current.phone_number_three.value)) {throw ""Le numéro de téléphone doit commencer par 08 ou 09 et être composé de 10 chiffres sans tirets, espaces ou autres caractères spéciaux. [Nambari ya simu inapaswa kuanza na 08 au 09 na kuwa na nambari 10 bila nukta, nafasi ya kuachanisha, nafasi, au herufi nyingine maalum.]"" ; }

else if (tw.youth_data.current.phone_number_three.value == tw.youth_data.current.phone_number_one.value) {throw ""Ce téléphone doit être différent du numéro de téléphone principal! [Tafadhali ingiza tena namba ya pili ya simu ya mwongozi wako.]"" ;}

else if (tw.youth_data.current.phone_number_three.value == tw.youth_data.current.phone_number_two.value) {throw ""Ce numéro de téléphone doit être différent du deuxième numéro de téléphone! [.............]"" ;}",False,,a0R8Y00000qxoOGUAY,50,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoBRUAY,not_home_phone_num,Quel est le numéro de téléphone principal pour joindre ce jeune? [Nambari ya simu ya msingi ya kuwasiliana na kijana huyu ni ipi?],Validation,"var tendigitRegex =  /^0[8,9]{1}\d{8}$/ ;
if (!tendigitRegex.test(tw.youth_data.current.not_home_phone_num.value)) {throw ""Le numéro de téléphone doit commencer par 08 ou 09 et être composé de 10 chiffres sans tirets, espaces ou autres caractères spéciaux. [Nambari ya simu inapaswa kuanza na 08 au 09 na kuwa na nambari 10 bila nukta, nafasi ya ku achanisha, au herufi nyingine maalum.]"" ; }",False,,a0R8Y00000qxoOGUAY,53,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoBSUAY,not_home_phone_sec,Quel est le deuxième numéro de téléphone pour joindre ce jeune? [Nambari gani ya simu ya sekondari ya kuwasiliana na kijana huyu?],Validation,"var tendigitRegex = /^0[8,9]{1}\d{8}$/  ;
if (!tendigitRegex.test(tw.youth_data.current.not_home_phone_sec.value)) {throw ""Le numéro de téléphone doit commencer par 08 ou 09 et être composé de 10 chiffres sans tirets, espaces ou autres caractères spéciaux. [Nambari ya simu inapaswa kuanza na 08 au 09 na kuwa na nambari 10 bila nukta, nafasi ya ku achanisha, au herufi nyingine maalum.]"" ; }

else if (tw.youth_data.current.not_home_phone_sec.value == tw.youth_data.current.not_home_phone_num.value) {throw ""Ce téléphone doit être différent du numéro de téléphone principal! [Tafadhali ingiza tena namba ya pili ya simu ya mwongozi wako.]"" ;}",False,,a0R8Y00000qxoOGUAY,57,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoBTUAY,drcpsd_id,DRCPSD ID - for DRCPSD,,,True,,a0R8Y00000qxoOGUAY,76,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNkUAI,drill_down,Drill Down Fields,,,False,,,1,,False,a0e8Y00000IZYo5QAH,False,section
a0R8Y00000qxoNlUAI,province,Province,,,True,,a0R8Y00000qxoNkUAI,1,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNmUAI,city,City,,,True,,a0R8Y00000qxoNkUAI,2,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNnUAI,commune,commune,,,True,,a0R8Y00000qxoNkUAI,3,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNoUAI,quartier,Quartier,,,True,,a0R8Y00000qxoNkUAI,4,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNpUAI,avenue,Avenue,,,True,,a0R8Y00000qxoNkUAI,5,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNqUAI,subdivision,Subdivision,,,True,,a0R8Y00000qxoNkUAI,6,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNrUAI,token_number_pulled_down,Token Number - Pulled Down,,,True,,a0R8Y00000qxoNkUAI,8,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNsUAI,is_available_pulled_down,Is Available? - Pulled Down,,,True,,a0R8Y00000qxoNkUAI,9,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNtUAI,is_18_available_pulled_down,Is 18+ Available? - Pulled Down,,,True,,a0R8Y00000qxoNkUAI,10,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNuUAI,is_there_someone_else_18_pulled_down,Is There Someone Else 18+? - Pulled Down,,,True,,a0R8Y00000qxoNkUAI,11,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNvUAI,is_family_member_or_renter_pulled_down,Is Part of the Household? - Pulled Down,,,True,,a0R8Y00000qxoNkUAI,12,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNwUAI,has_youths_pulled_down,Has Youths? (Terminate) - Pulled Down,,,True,,a0R8Y00000qxoNkUAI,13,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNxUAI,house_description_pulled_down,House Description - Pulled Down,,,True,,a0R8Y00000qxoNkUAI,14,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNyUAI,number_of_youths_to_revisit_pulled_down,Number of Youths to Revisit - Pulled Down,,,True,,a0R8Y00000qxoNkUAI,15,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoNzUAI,is_youth_yn_filled_pulled_down,Is Youth Y/N Filled - Pulled Down,,,True,,a0R8Y00000qxoNkUAI,16,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoO0UAI,mairie_number_pulled_down,Mairie Number - Pulled Down,,,True,,a0R8Y00000qxoNkUAI,17,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoO1UAI,household_survey_counter_pulled_down,Household Survey Counter - Pulled Down,,,True,,a0R8Y00000qxoNkUAI,18,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoO2UAI,nah_revisit_workflow_pulled_down,NAH Revisit Workflow? - Pulled Down,,,True,,a0R8Y00000qxoNkUAI,19,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoO3UAI,is_first_visit_nah_pulled_down,Is First Visit NAH? - Pulled Down,,,True,,a0R8Y00000qxoNkUAI,20,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoO4UAI,calcul,Calcul... [Esabu...],,,False,"Veuillez procéder aux prochaines questions.

[Tafadhali endelea kwa maswali yanayofuata.]",a0R8Y00000qxoNkUAI,28,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoO5UAI,locating_the_household,Localisation du ménage [Mahali ya nyumba],,,False,,,2,,False,a0e8Y00000IZYo5QAH,False,section
a0R8Y00000qxoO6UAI,calcul_esabu,Calcul... [Esabu...],,,False,"Veuillez procéder.

[Tafadhali endelea.]",a0R8Y00000qxoO5UAI,12,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoO7UAI,participation_and_consent,Participation et consentement [Ushiriki na mapatano],,,False,,,3,,False,a0e8Y00000IZYo5QAH,False,section
a0R8Y00000qxoO8UAI,intro_description,LIRE À L'ENQUETE: [SOMA KUFANYA:],,,False,,a0R8Y00000qxoO7UAI,1,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoO9UAI,calcul_esabu_1,Calcul... [Esabu...],,,False,,a0R8Y00000qxoO7UAI,4,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoOAUAY,leave_early_goodbye,LIRE À L'ENQUETE: [SOMA KWA MUTU UNAYE MUSWALI:],,,False,"Je vous remercie de votre temps et votre accueil. Nous reviendrons dans la mesure où nous avons besoin d'information supplémentaire. Bonne journée.

[Asante kwa wakati wako, tutarudi kama tunahitaji habari zaidi.]",a0R8Y00000qxoO7UAI,12,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoOBUAY,hh_presence,Présence des jeunes [Uwepo wa vijana],,,False,,,4,,False,a0e8Y00000IZYo5QAH,False,section
a0R8Y00000qxoOCUAY,hh_number_presence_instruct,Veuillez poser les questions suivantes à la personne qui a consenti à participer à cette enquête. [Tafadhali uliza maswali yafuatayo kwa mtu ambaye amekubali kushiriki kwenye utafiti huu.],,,False,,a0R8Y00000qxoOBUAY,1,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoODUAY,calculating_youths,Calcul des jeunes [Hesabu ya vijana],,,False,,,5,,False,a0e8Y00000IZYo5QAH,False,section
a0R8Y00000qxoOEUAY,youths_not_in_census_calculation,Youths for Revisit - Calculation,Calculation,"var numIsBlank = tw.drill_down.number_of_youths_to_revisit_pulled_down.value === '' || tw.drill_down.number_of_youths_to_revisit_pulled_down.value  === null || tw.drill_down.number_of_youths_to_revisit_pulled_down.value === 'null' ;

if ( !numIsBlank ) { tw.calculating_youths.youths_not_in_census_calculation.value = parseInt( tw.drill_down.number_of_youths_to_revisit_pulled_down.value ) ; }

else { tw.calculating_youths.youths_not_in_census_calculation.value = parseInt( tw.hh_presence.youth_amt.value ) ; }",True,,a0R8Y00000qxoODUAY,1,,True,a0e8Y00000IZYo5QAH,False,number-integer
a0R8Y00000qxoOFUAY,calculating_2,Calcul... [Esabu...],,,False,"Veuillez procéder.

[Tafadhali endelea.]",a0R8Y00000qxoODUAY,2,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoOGUAY,youth_data,Questionnaire aux jeunes [Ulizo juu ya vijana],,,False,,,6,a0R8Y00000qxoOEUAY,False,a0e8Y00000IZYo5QAH,False,repeat
a0R8Y00000qxoOHUAY,fo_youth_summary,Vous allez maintenant recueillir des informations sur le(s) jeune(s) dans ce ménage. [Sasa utakusanya habari kuhusu vijana katika familia hii.],Calculation,"var indInfoString = ""Il y a "" + tw.calculating_youths.youths_not_in_census_calculation.value + "" jeune(s) au total dans ce ménage à enquêter maintenant. Cette section va se repéter "" + tw.calculating_youths.youths_not_in_census_calculation.value + "" fois. [Wapo vijana "" + tw.calculating_youths.youths_not_in_census_calculation.value + "" katika nyumba hii. Hii sehemu ya utafiti ita rudiya mara "" + tw.calculating_youths.youths_not_in_census_calculation.value + "".]"" ; 

tw.youth_data.current.fo_youth_summary.value = indInfoString ;",False,,a0R8Y00000qxoOGUAY,1,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoOIUAY,name_pulled_down,Last Name - Pulled Down,,,True,,a0R8Y00000qxoOGUAY,2,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoOJUAY,calculating,Calcul... [Esabu...],,,False,"Veuillez procéder.

[Tafadhali endelea.]",a0R8Y00000qxoOGUAY,5,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoOKUAY,show_youth_name,"Comme il s'agit d'une re-visite, assurez-vous de recueillir de l'information de ce jeune. Voir ci-dessous:",Calculation,"var indInfoString = ""Pour cette section, veuillez recueillir des renseignements sur le jeune avec le nom "" + tw.youth_data.current.name_pulled_down.value + ""."" ;

tw.youth_data.current.show_youth_name.value = indInfoString ;",False,,a0R8Y00000qxoOGUAY,6,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoOLUAY,youth_name_is_unknown,"Comme il s'agit d'une re-visite, assurez-vous de recueillir de l'information de ce jeune. Voir ci-dessous:",,,False,"var indInfoString = ""Le nom de ce jeune est inconnu. Verifiez si vous n'êtes pas en train de prendre des informations sur des jeunes dont les noms sont déjà connus. [Jina la huyu kijana haijulikane. Angaliya tena listi ili usi chukue habari juu ya kijana ambaye anajulikana tayari]."" ;

tw.youth_data.current.youth_name_is_unknown.value = indInfoString ;",a0R8Y00000qxoOGUAY,7,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoOMUAY,read_1,"Veuillez adresser les questions suivantes aux jeunes, si vous ne leur avez pas encore parler. [Tafadhali uliza maswali yafuatayo kwa vijana ikiwa hauya zugmza nao.]",,,False,"LIRE À L'ENQUETE:

Bonjour, je m'appelle (VOTRE NOM). Je suis un agent de terrain de ITM menant une enquête soutenue par USAID. Ces informations pourraient aider USAID à concevoir des projets potentiels qui aident les jeunes. Avant que nous puissons recueillir des informations, nous devons vous demander si vous êtes prêt à participer à l'enquête.

[SOMA KWA WAJIBU:

Jambo, jina langu ni [JINA LAKO]. Mimi ni mfanyakazi wa ITM na ninafanya uchunguzi kwa utafiti unaoungwa mkono na USAID. Ikiwezekana, habari hizi zitaweza saidia USAID kuunda miradi kwa kuwasaidiya vijana. Kabla ya kukusanya habari, lazima tuulize ikiwa uko tayari kushiriki kwenye uchunguzi huu.]",a0R8Y00000qxoOGUAY,15,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoONUAY,read_2,LIRE À L'ENQUETE: [SOMA KWA MHUJIWA:],,,False,"PAR MA SIGNATURE, JE CONFIRME QUE J'AI LU OU REÇU L'INTERPRÉTATION DE CE QUI SUIT DANS UNE LANGUE QUE JE COMPRENDS LES TERMES ET CONDITIONS ci-dessous (Je me réserve le droit de me plaindre à ce sujet.).

Je comprends que le but de cette collecte est d'identifier les jeunes dans le ménage, et j'accorde aux enquêteurs de l'ITM et à leurs partenaires le droit d'utiliser les informations collectées aux fins qu'il détermine. Je suis conscient que ma participation à cette enquête est volontaire.

Je reconnais que j'ai été pleinement informé et que j'ai choisi de ne pas recevoir les conseils de l'avocat à cet égard. Je comprends que j'ai le droit de savoir avec qui ces données ont été partagées et/ou de demander que les informations me concernant soient modifiées ou supprimées bien que cela puisse invalider ma participation à un programme potentiel qui résulterait de ma participation.

[KWA SAHIHI (MUHURI) YANGU, NA HAKIKISHA KWAMBA NIMESOMA AO KUPATA UFAFANUZI WA YA FUATAYO KWA LUGHA AMBAYO NAYIELEWA NA MINA ELEWA SHERIA NA MASHARTI ZIFWATAZO (Nina ji katalia kwa uhakika kama sita lalamika juu ya hili).

Ninaelewa kuwa madhumuni ya mkusanyiko huu ni kubaini vijana katika nyumba, na ninawapa wachunguzi wa USAID haki yao ya kutumia habari iliyokusanywa kwa sababu inayoamua. Ninajua kuwa ushiriki wangu katika utafiti huu ni wa hiari.
 
Ninakiri kuwa nimeelimishwa kikamilifu na kwamba nimechagua kutopokea ushauri kutoka kwa wakili kuhusu suala hili. Ninaelewa kuwa nina haki ya kujua nani data hii imeshirikiwa na / au kuomba habari hiyo juu yangu ibadilishwe au kufutwa ingawa hii inaweza kudhalilisha ushiriki wangu katika mpango unaoweza kutokea ambao utatokana na ushiriki wangu.]",a0R8Y00000qxoOGUAY,17,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoOOUAY,calcul_1,Calcul... [Esabu...],,,False,"Veuillez procéder aux prochaines questions.

[Tafadhali endelea kwa maswali yanayofuata.]",a0R8Y00000qxoOGUAY,26,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoOPUAY,youth_name_carte_reentry,Veuillez ressaisir le nom complet du jeune tel qu'il figure sur la carte d'électeur: [Tafadhali ingiza tena jina kamili la vijana kama inavyoonyeshwa kwenye Kadi ya kupiga kura:],Validation,"if(tw.youth_data.current.youth_name_carte_reentry.value !== tw.youth_data.current.youth_name_carte.value) {throw ""Ce nom ne correspond pas au nom que vous venez d'entrer! [Jina hili halihusiani na jina uliloingiza sasa hivi!]"" ; }",False,,a0R8Y00000qxoOGUAY,29,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoBIUAY,carte_dob,Veuillez saisir la date de naissance telle qu'elle figure sur la carte d'électeur (JJMMAAAA): [Tafadhali ingiza tarehe ya kuzaliwa kama inavyoonyeshwa kwenye Kadi ya kupiga kura (carte d'electeur) (SSMMMMMM):],,,False,,a0R8Y00000qxoOGUAY,30,,True,a0e8Y00000IZYo5QAH,False,date-date
a0R8Y00000qxoBJUAY,carte_num,Veuillez saisir le numéro de la carte d'électeur: [Tafadhali ingiza namba ya kadi ya uchaguzi (carte d’électeur):],Validation,"var tendigitRegex = /^\d{11}$/ ; 
if (!tendigitRegex.test(tw.youth_data.current.carte_num.value)) {throw ""La carte d’électeur devrait contenir 11 chiffres sans tirets, espaces, ou autres caractères spéciaux. [Nambari ya kadi ya uchaguzi inapashwa kuwa na namba 11 bila nukta, nafasi ya kuunganisha maneno (espace), ao zengine miandiko za ki pekee.]"" ; }",False,,a0R8Y00000qxoOGUAY,32,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoBKUAY,youth_name_from_youth,Comment s'appelle ce jeune? [Jina la kijana huyu ni gani?],,,False,,a0R8Y00000qxoOGUAY,34,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoOQUAY,carte_dob_reentry,Veuillez ressaisir la date de naissance telle qu'elle figure sur la carte d'électeur (JJMMAAAA): [Tafadhali ingiza tena tarehe ya kuzaliwa kama inavyoonyeshwa kwenye Kadi ya kupiga kura (carte d’electeur) (SSMMMMMM):],Validation,"var d1 = new Date(tw.youth_data.current.carte_dob_reentry.value) ; 
var d2 = new Date(tw.youth_data.current.carte_dob.value) ; 

if ( d1.getFullYear() !== d2.getFullYear() ) {throw ""Cette année ne correspond pas à l'année que vous avez sasie! [Mwaka huu sio sawa na mwaka ambao ume ingiza sasa hivi!]"" ;}
else if ( d1.getMonth() !== d2.getMonth() ) {throw ""Ce mois ne correspond pas au mois que vous avez saisie! [Mwezi huu hailingani na mwezi ulioingiza sasa hivi!]"" ;}
else if ( d1.getDate() !== d2.getDate() ) {throw ""Cette date ne correspond pas à la date que vous avez saisie! [Tarehe hii hailingani na tarehe ambayo umeingiza sasa hivi!]"" ;}",False,,a0R8Y00000qxoOGUAY,31,,True,a0e8Y00000IZYo5QAH,False,date-date
a0R8Y00000qxoORUAY,carte_num_reentry,Veuillez ressaisir le numéro de la carte d'électeur: [Tafadhali ingiza tena namba ya carte d'electeur:],Validation,"if(tw.youth_data.current.carte_num_reentry.value !== tw.youth_data.current.carte_num.value) {throw ""Ce numéro ne correspond pas à celui que vous venez d'entrer! [Nambari hii hailingani na nambari uliyoingia hivi karibuni!]"" ; }",False,,a0R8Y00000qxoOGUAY,33,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoOSUAY,youth_name_from_youth_reentry,"Veuillez ressaisir le nom complet du jeune: [Tafadhali, andika tena jina zote za kijana:]",Validation,"if ( tw.youth_data.current.youth_name_from_youth_reentry.value !== tw.youth_data.current.youth_name_from_youth.value ) { throw ""Ce nom ne correspond pas au nom que vous venez d'entrer! [Jina hili halihusiani na jina uliloingiza sasa hivi!]"" ; }",False,,a0R8Y00000qxoOGUAY,35,,True,a0e8Y00000IZYo5QAH,False,text-short
